extras,language,name,quantity,scryfall_id
"","en","Dragon Egg","1","300761b6-9943-4251-9b1a-96a940f3334b"
"","en","Soul's Fire","6","239a9f2e-145b-4f31-8128-4d376af1079d"
"","en","Gouged Zealot","1","5c0595a6-a9e5-4ea8-b733-382e6c365759"
"","en","Volt Charge","6","73d74045-cc9b-4b01-bc5f-0f2eb4b01580"
"","en","Lightning Bolt","8","f29ba16f-c8fb-42fe-aabf-87089cb214a7"
"","en","Shatter","9","929a41f7-f52d-4190-a80c-5ceb3e368a31"
"","en","Incinerate","10","f23dff46-e040-4cba-890a-97c2899701f2"
"","en","Thunder Strike","1","abdc38f3-194a-4f43-8ada-9cfc17094d20"
"","en","Shock","12","59fa8e8d-bcb8-47bf-b71a-df11c8d0f2c9"
"","en","Galvanic Blast","1","0cf8cb1e-314a-4894-82df-f9812825f52e"
"","en","Lava Axe","8","c3dab325-8f4f-4288-9f3f-960e52b4335b"
"","en","Victorious Destruction","9","7b81cb30-e9f8-41f3-a10b-26e0ba2503aa"
"","en","Artillerize","6","034522ae-f531-44d9-b186-ada046ce0abc"
"","en","Slaughter Cry","5","65ec8b61-e602-41f2-ac1a-64e150b2ce18"
"","en","Rally the Forces","1","8f251c71-0e83-424d-9e0e-85790289087c"
"","en","Scrapyard Salvo","4","3a4874eb-635b-47f0-bbee-6bd8b26e2f10"
"","en","Tribal Flames","1","d22418cd-4c49-4754-aa75-17f6eaf1639a"
"","en","Flame Slash","3","15affc1b-2ebb-4934-87a2-10e89eafe894"
"","en","Assault Strobe","1","9b505c78-5dbd-483d-92bb-5144060e962f"
"","en","Volcanic Strength","2","f1963f08-1765-4f3e-92be-479773de47a0"
"","en","Goblin War Paint","7","b6ff3183-c273-4a61-ad25-526db29111c8"
"","en","Firebreathing","6","6fbcc269-aaa3-42aa-9898-3f908aaae272"
"","en","Flameborn Viron","5","9601ea62-a609-4bc5-a2f0-f7615b4dd5fa"
"","en","Flameborn Hellion","1","84e0e5f5-b51a-4386-827b-c0eb8c877efb"
"","en","Bonebreaker Giant","10","cc17e5c1-a6b4-401b-95eb-1c01cd1da570"
"","en","Berserkers of Blood Ridge","2","033fce45-20d8-48cc-96d3-7f16c99da83d"
"","en","Yawning Fissure","1","fa364a1c-14e4-4dda-aa1f-edb879a64a2d"
"","en","Kuldotha Ringleader","2","3cda5434-c0a5-4551-8e30-b1923f0001b8"
"","en","Ogre Resister","2","60b7407d-f677-403b-893c-361df456009a"
"","en","Lightning Elemental","9","5f2a959e-7c17-4226-afcb-bc0bb5a4492b"
"","en","Ruthless Invasion","8","bc2bbff9-af57-4858-9351-d148b8c4bc3a"
"","en","Reclaim","6","88f3c600-66f1-4a5e-ba4f-61e9f7f7a1d9"
"","en","Cultivate","13","6d204fda-c4c4-456c-900a-a67fa9ce3b5d"
"","en","Bloom Hulk","7","fd1c9129-254d-4d1d-9d95-112292bd6bcc"
"","en","Vivien's Grizzly","8","37f2571b-6756-462c-9e71-3121fa458160"
"","en","Vine Trellis","2","4683fa31-da33-4313-82b5-0ed91f33e8d3"
"","en","Urban Daggertooth","6","4ab83a39-d90d-403e-b74d-fe99c8b2aacd"
"","en","Rural Recruit","1","1bf35971-f1c4-4ccb-af5c-fd396391bb4b"
"","en","Return to Nature","6","6e25c252-4177-4193-914c-b6933d9c0d7d"
"","en","Jade Avenger","6","f81500be-c959-4f38-bcf2-d63519168f67"
"","en","Flourishing Strike","3","9c4b23a5-d997-4f02-b136-44ee7be51c7b"
"","en","Duskshell Crawler","7","1af03fc3-5eb6-404e-96d9-e291a1e11ec3"
"","en","Steady Aim","7","4af6a1b5-a561-4d92-b429-de13b2ccaf81"
"","en","Witch's Web","1","0d021207-76be-4bc9-bb71-df991a04d8d8"
"","en","Grapple with the Past","10","c874c79e-18e5-4c33-8580-1269e6b0fc55"
"","en","Arlinn's Wolf","8","747223a5-c669-4d0e-a062-265eb47710cd"
"","en","Jewel-Eyed Cobra","4","8f8db60d-3adf-45e1-b4d0-3b5e24f5e01d"
"","en","Glimmer Bairn","6","03250752-bd85-485a-b19a-fa344c4ffd50"
"","en","Giant Growth","9","aeece336-e5e8-4455-a297-c3739198d011"
"","en","Smell Fear","4","956a2a42-6a91-45b5-99f1-87c2cf1dd608"
"","en","Thrive","10","43c8bdb1-fa35-462e-ac3f-6953fe7f3476"
"","en","Arachnus Web","19","ec348d8d-6b49-4a40-a668-fc6dd2af4f0d"
"","en","Tuskguard Captain","8","a4a4eab4-a2e6-4cb0-b32a-700aac59fc40"
"","en","Rampant Growth","16","89572b1f-f65a-4bd4-b52a-4e84eb373e90"
"","en","Snarespinner","7","0b51c3b5-db70-4976-986d-ed3fc8584d1a"
"","en","Abundant Harvest","8","5ad86b17-3fed-418a-938c-c49adb409531"
"","en","Wirewood Savage","2","a25d3ffa-cd8c-4b6a-ac63-9bb92cb8802c"
"","en","Crack Open","4","42b77a34-9b69-4b01-9f2c-2ff8de47fc12"
"","en","Kraul Stinger","6","46b88fe9-2450-47ee-ac1e-bbbccbf5684f"
"","en","Might of Old Krosa","10","ed0c7c36-2b15-463b-a023-683972303a0a"
"","en","Elvish Rejuvenator","10","db10403c-b15b-4884-9984-25b3ac976305"
"","en","Funnel-Web Recluse","5","b486c9cf-b0a6-44a4-b4c1-b3f5eed6c294"
"","en","Primordial Wurm","8","fc0e8298-adac-4922-8824-a1fafa089f72"
"","en","Thundering Ceratok","7","9888d9a4-ad72-43f6-8031-1031877171a9"
"","en","Moldgraf Millipede","1","5252ea27-63d1-4b80-beae-8e016373d004"
"","en","Foundation Breaker","2","4f08381e-34f5-4d08-b737-8c37964719e0"
"","en","Deadly Recluse","9","02191caa-60f9-4604-8c90-ecfc6aee8c09"
"","en","Kronch Wrangler","9","8f41d22a-ee37-4d69-a9ca-98c91315b9e6"
"","en","New Horizons","5","f7df29a3-c40f-4cd8-a6fe-c1b95085cfed"
"","en","Trollhide","14","08b9c400-dc8f-4fe6-a868-fdf0d247086a"
"","en","Ambuscade","9","4df71162-7e8f-47c5-aff4-59d82d8c674d"
"","en","Deepwood Denizen","6","333f02f7-3b8a-41e3-9ae5-2151539e64ad"
"","en","Arboreal Grazer","6","c4a5f86f-44a8-4735-909a-770586d33a15"
"","en","Webweaver Changeling","11","576807eb-47fa-4f08-8982-1c0b3526fdd2"
"","en","Experiment One","10","589d8494-58c0-4584-a878-37d498621992"
"","en","Pollenbright Druid","5","4b0f478c-54f8-4087-ad52-d089e2049dda"
"","en","Forced Landing","6","5cb319a7-564c-4748-82cf-c26ab110c32c"
"","en","Orchard Strider","2","386da156-59cd-4b96-9276-a7cb2ddd0421"
"","en","Bannerhide Krushok","5","1271251b-7d79-4cb4-80bb-98574aa63249"
"","en","Mulch","1","950dd57e-b2e1-4a27-a212-86fbfdbf914d"
"","en","Greater Basilisk","6","886e40d7-5677-493d-9ea4-205f50d2aefe"
"","en","Naturalize","6","390c40ba-2464-44ae-8d67-93c72ab3c425"
"","en","Bountiful Harvest","6","8d7a4494-2ced-4405-9204-d2617961a1d6"
"","en","Band Together","8","c454312c-ba0d-4b93-a3f5-e7764fcfbe20"
"","en","Courage in Crisis","6","67a22083-9ef9-4ff7-8502-3a77e69299df"
"","en","Strength of Night","1","87aab031-4e44-44cd-89a7-6cffc7288cd1"
"","en","Kodama's Reach","4","35edb95a-a293-45bc-bee8-9ce3000aa013"
"","en","Wickerbough Elder","1","3a5832cc-f9f6-4881-99dd-c0728a52cabe"
"","en","Wardscale Crocodile","4","aa5341b9-06e4-4360-a75d-f405d468276e"
"","en","Spore Crawler","1","628dbc4c-3640-44a9-8439-873103989409"
"","en","Crushing Canopy","1","eae67d98-5167-442b-8586-0b2bcb0c56eb"
"","en","Sheltering Boughs","2","915dd4c2-0e9f-440c-8e4c-80db351a5eba"
"","en","Brindle Shoat","12","0a005933-e206-4b14-9a0f-755fae6c5a2a"
"","en","Hookhand Mariner // Riphook Raider","1","54a4b031-0919-44aa-a35e-68da7a27235a"
"","en","Overgrown Battlement","3","137852ce-3699-4dd0-8ead-9b267e9bb900"
"","en","Centaur Nurturer","5","bf020acb-e0c6-43b4-8324-0f2ec68b73d6"
"","en","Llanowar Elves","14","8bbcfb77-daa1-4ce5-b5f9-48d0a8edbba9"
"","en","Fertile Ground","2","0ade2db8-482e-42b0-939c-492dfbbe3b68"
"","en","Fog","8","bbc3152e-7b3b-4ac6-8b33-abfebde216aa"
"","en","Rift Sower","4","97dbd212-f1e8-429a-bf00-b2ea966d880e"
"","en","Maul Splicer","8","2d2c6a6d-5b59-47d7-b290-df3640d9555f"
"","en","Fertilid","4","a7402ae8-fd87-4412-ab4f-44bcc2d49764"
"","en","Lifecrafter's Gift","4","fa000086-e4aa-4bb6-8e66-f4c96e875749"
"","en","Annoyed Altisaur","10","6108741c-30de-4390-8482-3f293bdce4bd"
"","en","Explore","1","f55b5e21-decb-4b77-99d8-83cb7b433fda"
"","en","Giant Spider","8","80996b0d-cd44-445e-96de-677e0018255c"
"","en","Viridian Betrayers","6","cc6ea52f-4b24-45ff-99e1-4d0e1bd42875"
"","en","Flourishing Hunter","1","2abc54df-773d-4f46-b241-e1f42af8ab95"
"","en","Viridian Harvest","7","666eb9a5-b105-45c1-be3e-7ac5cc650338"
"","en","Slice in Twain","11","244831cc-6383-4daf-aeee-ea4893fdb4c2"
"","en","Gnarlback Rhino","10","c3009640-23b1-49ce-a51b-982a48602c1d"
"","en","Brindle Boar","8","a30b4a78-afdd-4067-810e-1fa0ddf8fb0e"
"","en","Centaur Courser","1","e8b67ee8-3189-4426-8b1a-b540267768fd"
"","en","Sacred Wolf","7","ff4661dd-2075-48c3-b19b-fc7f8aaba1b8"
"","en","Lurking Crocodile","8","4cd7d075-031e-4766-89e9-03a8a7197019"
"","en","Borderland Ranger","1","8f067c26-c51d-44d0-a0af-106b5778f06a"
"","en","Aura Gnarlid","2","808d06bb-1467-4c91-965e-bf8874ffa5e6"
"","en","Cystbearer","1","b6c10302-f0b3-4076-ae5c-a8c8c09a7d41"
"","en","Garruk's Companion","8","b8d8806c-43c5-4c6c-9420-6210a17ec2b0"
"","en","Quirion Elves","1","74a39656-769f-4540-9a30-f637a8ec302e"
"","en","Death-Hood Cobra","6","def88ab5-1b82-46f5-a136-ee1addff4214"
"","en","Nature's Lore","6","543d1e79-cac6-455c-9fda-f13c849579d6"
"","en","Entangling Vines","1","f717a468-696c-4a84-b943-75046138f2bf"
"","en","Savage Silhouette","6","8b8547e0-2928-4edc-a15a-a613cb4d1eac"
"","en","Lignify","1","23464d53-fa76-40e2-84c3-b6d6cc729be4"
"","en","Spider Umbra","1","762b8d61-53c9-41e1-aaa7-098b91d9b938"
"","en","Dryad's Favor","1","c259509e-9f95-4566-b78a-ba34107539f7"
"","en","Rancor","5","86d6b411-4a31-4bfc-8dd6-e19f553bb29b"
"","en","Titanic Growth","7","6da62557-9783-4e6c-9b5f-2b77dbf96909"
"","en","Plummet","7","5469e696-bbf1-43e3-9c25-fe089b36caed"
"","en","Glissa's Scorn","8","f11187c1-de35-4e85-87c3-656f978b2d7e"
"","en","Leeching Bite","9","1c3bdbeb-c376-42bd-af2a-251cd7ac704c"
"","en","Hornet Sting","1","af6b3bf7-bd09-4f0d-a670-2efc1c6d416f"
"","en","Hunters' Feast","1","2fc0c0d2-bae4-4bec-b85c-498db713fd4a"
"","en","Nature's Embrace","1","39d757af-86fd-4f99-a09a-0f3898ed95f6"
"","en","Yavimaya Wurm","2","4516b135-3691-4be5-ab73-91fbdc6b24b6"
"","en","Craw Wurm","1","3875f73d-6108-488b-bd34-4cf2c23ce6b3"
"","en","Alpha Tyrranax","2","4a2e5279-f28c-4a78-9f8a-16c9f72f8d38"
"","en","Vastwood Gorger","4","72f53dc9-5397-49e1-97d4-3b0b6858f2b2"
"","en","Stampeding Rhino","8","cd02ae80-4af6-4da1-ba3b-b56068c49785"
"","en","Rotted Hystrix","4","7bcae97d-468a-4e16-bfed-d2946f64784c"
"","en","Spined Wurm","3","0de97b4e-42c7-47e5-a523-a47eadd068f7"
"","en","Blastoderm","2","1aeb6b3a-1e84-4181-9e7f-d5a88ebf08b1"
"","en","Viridian Emissary","4","e488ed05-d63a-4852-b5e9-d7357c60c3e6"
"","en","Nomadic Elf","2","fc4a26f7-36df-4018-8dab-a1294c36b0f0"
"","en","Elvish Visionary","1","a2f174e6-9532-4fc3-815b-2dc3966c6523"
"","en","Wild Mongrel","2","4d5be4ab-f85a-4272-ac08-99cb0105eb11"
"","en","Runeclaw Bear","8","d1995238-79cc-4381-9595-71ef11ea1e36"
"","en","Gladecover Scout","7","e112d77d-f019-4709-b31a-b02952df0e35"
"","en","Glistener Elf","6","8b94f4c6-b518-43b3-be52-e889d1f3ea38"
"","en","Basking Rootwalla","2","26bfde99-7761-48e1-851a-522f888d0f6c"
"","en","Thornscape Apprentice","2","ef276e2e-7e4d-48a0-af51-70cd843c6561"
"","en","Wall of Vines","1","9f7b7563-752b-4391-95d1-f5e3960d35c1"
"","en","Harrow","6","f8095ca6-2f5f-497f-8b78-7e530ac31d22"
"","en","Invigorate","1","e0899da3-7beb-4161-81a3-e2d694e5b8a5"
"","en","Krosan Tusker","1","6391ba8b-7d9a-4077-8eeb-1b2ced14d973"
"","en","Mist Leopard","1","3f3a26c7-e028-4741-803d-6384925b8500"
"","en","Ondu Giant","1","14024eba-58aa-4c28-afbe-cde407f7ddd7"
"","en","Emerald Oryx","1","10bf14b5-31d0-42e3-a319-2622b489f7c4"
"","en","Ancient Grudge","3","5f28d4a2-6c75-44c2-93ac-e7159c1c623f"
"","en","Violent Impact","4","49b8673a-ce93-4881-b712-8db82446d83c"
"","en","Blazing Volley","4","3adc0288-acdf-4a99-9bfb-919cae1aeb69"
"","en","Blasphemous Act","1","ba975f60-ca29-4fc8-b2f0-416be395f200"
"","en","Charmbreaker Devils","4","4abf9b03-4157-42f0-ab3d-484bd9b64bb2"
"","en","Desperate Ravings","4","b2e59ba7-e4e1-4c51-a34c-17a48850a0f5"
"","en","Curse of Stalked Prey","4","11a18883-8990-40a0-bcb2-e01d0e82bfad"
"","en","Rolling Temblor","4","2a1ec927-b645-4285-8765-02c0ac104ae1"
"","en","Rakish Heir","2","0da15652-8207-4be1-b821-3fb3dad66e37"
"","en","Nightbird's Clutches","4","f8952ef0-d81e-491e-a137-be08a74ed005"
"","en","Into the Maw of Hell","4","5d188d9b-7a12-4eaf-855b-af4f0204dc5a"
"","en","Hall Monitor","4","02fdc551-0b22-49f4-8765-143ad82f16a3"
"","en","Plargg, Dean of Chaos // Augusta, Dean of Order","1","5bd9b5cf-f018-48af-a081-995ce8ecc539"
"","en","Draconic Intervention","1","657de246-b9fc-47b1-b932-091e9500bb82"
"","en","Academic Dispute","4","4620cc3b-e401-4096-b310-fed080806344"
"","en","Hoard-Smelter Dragon","1","2f4c5867-73c4-4e10-bbf5-6a69df879547"
"","en","Irencrag Pyromancer","2","9a7b0ead-5629-429d-bede-8154f3fae96d"
"","en","Turn to Slag","2","38c18541-e95e-4ae0-be18-3bfcafa24ca2"
"","en","Spikeshot Elder","2","14c14e44-20ff-4128-b07d-4b751fc82d4e"
"","en","Pia's Revolution","1","51da6ff6-4d81-488e-83ff-8758f6c7bb9f"
"","en","Hungry Flames","2","07392a36-e63a-4648-b8df-1172403922eb"
"","en","Hour of Devastation","4","d420cc12-cfd7-4007-a0c2-b16c8f63a754"
"","en","Stormblood Berserker","6","3fc6e8a2-99fc-434a-a1c4-0f425686c54a"
"","en","Imminent Doom","4","a51f8207-485e-4a4e-aa62-8e0e69645a0e"
"","en","Hazoret's Undying Fury","2","7f578576-19ca-4e67-94da-2c0767d9a2bb"
"","en","Crater's Claws","2","95dde66b-b4a1-4a1e-8c9e-0bec4790b1e5"
"","en","Quest for Pure Flame","4","7b43ac5a-21b9-4abe-b8be-86b9056ad70d"
"","en","Mizzium Tank","1","5643253b-0996-45a8-9488-5bcc9192f867"
"","en","Dragon Tempest","2","f1933d08-07fe-45ea-9b60-d9afb98d5753"
"","en","Berserkers' Onslaught","1","ee571a78-16b2-40ba-92b2-87c1bf4b39bc"
"","en","Plated Geopede","3","80d5fa13-1dc3-4f10-860e-70902aca7ac9"
"","en","Electropotence","4","9830b9e9-950c-4763-9396-8194d08bf8df"
"","en","Labyrinth Champion","3","7ee955ad-6eed-4d5a-bcda-94339f155555"
"","en","Flame Blitz","1","a93c6ba8-666b-4c05-8137-8ffa1d5d928b"
"","en","Burning Earth","2","1df3a7c9-5c8d-438c-a5ad-3c9754c6ea5d"
"","en","Double Vision","4","1b597992-8e11-41a0-ac87-33fffd82b993"
"","en","Sarkhan's Unsealing","2","bb9c6068-cfd8-4371-b549-e474d573e52e"
"","en","Burning Anger","4","3d5a8f92-4418-4993-9f56-0b2f5069597c"
"","en","Lathliss, Dragon Queen","1","9460e3c6-e745-41d3-8e17-0b92fb126a16"
"","en","Crucible of Fire","1","d7a6f4dd-29c9-4084-a622-098b197a6eb7"
"","en","Drakuseth, Maw of Flames","1","1c8429f1-1a91-4f29-8d56-4c061f21c183"
"","en","Flamekin Herald","3","d2616030-01f2-43b1-98ba-f7e5a5a75379"
"","en","Crimson Muckwader","2","a0811f91-ed92-4a8e-badd-ae5054e7707d"
"","en","Alluring Suitor // Deadly Dancer","1","397ffd01-c090-4233-9f5a-5f765886d498"
"","en","Wild Ricochet","4","8d3dddfa-9579-42d7-867b-7e37b83b3eeb"
"","en","Mishra's Command","4","f4d2e518-30c6-480c-aaf4-b7596c9479e4"
"","en","Jeska's Will","1","3308993d-8bfb-477a-887a-89ed35577f57"
"","en","Jaya's Immolating Inferno","4","365336b4-92ee-429d-8f18-4624cba5469d"
"","en","Flameblast Dragon","2","c66293df-a50e-4c64-9482-a2af68288d76"
"","en","Combust","3","a0acedb1-874c-48ea-820d-f1b1f8cb2553"
"","en","Bludgeon Brawl","3","a30fa96d-64d1-423e-a62e-d43453ea838d"
"","en","Goblin Grenade","3","b0e0ef27-3db2-4976-b9db-13e3d7cd795d"
"","en","Prodigal Pyromancer","3","cf16600a-c2a5-49e4-89e2-260cfaf58b52"
"","en","Chandra's Spitfire","1","8a857da7-5438-465b-821a-bd5bfd780c69"
"","en","Fireball","4","df45a43e-a5b7-4fd4-873b-7b3c021be198"
"","en","Fire Servant","4","f3af0acc-258e-4979-bab7-7792006ec7bc"
"","en","Act of Aggression","2","8d34c3aa-7d74-4a8b-898c-cb62b1f05989"
"","en","Whipflare","8","81a3f7f3-da33-48d6-89c0-faf42998a08b"
"","en","Arc Trail","1","56306d90-7f58-4559-954c-f8ca43d04be8"
"","en","Kamahl, Pit Fighter","1","7a65dd4d-f838-4964-bd5a-a517960cc644"
"","en","Rage Reflection","1","b767e176-1df5-4adc-bf6b-418d71b4dbbe"
"","en","Furnace of Rath","1","d7f0e720-3c32-4040-b663-7f99ad5bc810"
"","en","Shiv's Embrace","1","8a42fcd6-32ce-4a20-af4d-83bd32a7ed3e"
"","en","Slagstorm","4","9e318b03-2aad-462b-a2a9-8b6bdf0e93d6"
"","en","Warstorm Surge","1","dbe1bfe0-0be7-496d-94db-e8028d4d9493"
"","en","Slag Fiend","2","c0d1ee33-e247-4ada-bb01-518611cd7d00"
"","en","Bloodmark Mentor","1","734ad23e-7603-4625-b8e3-54466ad86736"
"","en","Tectonic Rift","6","abf90bd1-fa00-4af6-aa76-bd6fca7b0ac4"
"","en","Circle of Flame","2","96cbfd4a-ac95-4191-84f9-199a9e1807c4"
"","en","Gorilla Shaman","4","c8f8ee19-3a88-40fa-85d8-386ffe06efd7"
"","en","Chef's Kiss","2","c936ebbd-512a-49a6-ab23-16ac34b4a3a9"
"","en","Pyroclasm","1","8c8f3b5e-71b4-42e0-9ddb-630e3dcf1be7"
"","en","Harmonic Prodigy","4","22579ac0-ad3f-4000-a65a-46a17a7f1aa5"
"","en","Arcbound Whelp","4","154ed1d3-e24a-48ba-8f7b-be254c08d1cc"
"","en","Blaze","1","b16d0422-61ea-4039-b1c1-e590ace9156e"
"","en","Flametongue Yearling","2","33ab05b5-d6f5-439c-9aed-1a58ceb282ad"
"","en","Banefire","1","5b012532-1186-4dc8-9d42-867e418b0280"
"","en","Glimpse of Tomorrow","2","7ee1fcbc-3573-42c5-b3e3-1f44a6400cd0"
"","en","Goblin Traprunner","4","36f0fd37-eb34-418d-b136-03d816c93034"
"","en","Cyclops Electromancer","4","da0966a6-f378-4975-88ae-23b600d578bf"
"","en","Breya's Apprentice","2","c32b5b2e-dabf-4672-b476-4873781f636e"
